date,sku_id,region,units_ordered,price_usd,holiday_peak_flag,prime_event_flag,marketing_push_flag,weather_disruption_index,year,month,quarter,week_number,day_of_week,year_week,is_weekend
2025-07-03,SKU-101403,East,18.0,128.06,0,0,0,2.05,2025,7,3,27,3,2025-W27,0
2025-06-13,SKU-101404,West,63.0,44.03,0,0,0,0.42,2025,6,2,24,4,2025-W24,0
2024-10-04,SKU-101405,North,24.0,153.8,0,0,1,0.35,2024,10,4,40,4,2024-W40,0
2025-01-08,SKU-101406,East,26.0,131.43,1,0,0,-0.61,2025,1,1,2,2,2025-W02,0
2025-05-05,SKU-101407,West,37.0,85.4,0,0,0,-0.21,2025,5,2,19,0,2025-W19,0
2025-02-01,SKU-101408,East,35.0,32.17,1,0,0,0.39,2025,2,1,5,5,2025-W05,1
2025-02-28,SKU-101409,South,44.0,178.53,0,0,0,0.03,2025,2,1,9,4,2025-W09,0
2025-01-25,SKU-101410,East,41.0,129.32,1,0,1,1.25,2025,1,1,4,5,2025-W04,1
2025-03-13,SKU-101411,East,32.0,88.38,0,0,0,-1.56,2025,3,1,11,3,2025-W11,0
2024-10-15,SKU-101412,South,24.0,138.12,0,0,0,1.28,2024,10,4,42,1,2024-W42,0
2025-03-11,SKU-101413,South,32.0,136.9,0,0,0,-0.02,2025,3,1,11,1,2025-W11,0
2024-12-06,SKU-101414,North,29.0,130.77,0,0,0,2.2,2024,12,4,49,4,2024-W49,0
2025-01-11,SKU-101415,West,26.0,31.77,1,0,0,2.15,2025,1,1,2,5,2025-W02,1
2025-01-09,SKU-101416,South,49.0,43.82,1,0,0,-0.61,2025,1,1,2,3,2025-W02,0
2025-05-15,SKU-101417,East,81.0,45.23,0,0,0,1.23,2025,5,2,20,3,2025-W20,0
2025-01-21,SKU-101418,East,39.0,110.81,1,0,0,-1.22,2025,1,1,4,1,2025-W04,0
2025-06-06,SKU-101419,South,30.0,128.35,0,0,0,-0.05,2025,6,2,23,4,2025-W23,0
2025-07-09,SKU-101420,East,41.0,32.01,0,0,0,0.31,2025,7,3,28,2,2025-W28,0
2024-12-24,SKU-101421,East,55.0,128.09,0,0,0,-0.18,2024,12,4,52,1,2024-W52,0
2024-10-21,SKU-101422,West,35.0,190.52,0,0,0,0.42,2024,10,4,43,0,2024-W43,0
2025-05-10,SKU-101423,East,96.0,94.82,0,0,1,-1.16,2025,5,2,19,5,2025-W19,1
2025-04-07,SKU-101424,West,37.0,126.04,0,0,0,-0.92,2025,4,2,15,0,2025-W15,0
2024-09-13,SKU-101425,South,33.0,177.19,0,1,0,0.21,2024,9,3,37,4,2024-W37,0
2025-04-15,SKU-101426,North,51.0,122.54,0,0,0,0.71,2025,4,2,16,1,2025-W16,0
2025-08-10,SKU-101427,West,30.0,86.3,0,0,0,-0.44,2025,8,3,32,6,2025-W32,1
2025-05-17,SKU-101428,East,62.0,184.82,0,0,0,1.39,2025,5,2,20,5,2025-W20,1
2024-10-21,SKU-101429,East,51.0,195.38,0,0,0,0.42,2024,10,4,43,0,2024-W43,0
2024-09-17,SKU-101430,East,68.0,34.23,0,1,0,0.17,2024,9,3,38,1,2024-W38,0
2025-07-31,SKU-101431,South,43.0,92.9,0,0,0,1.66,2025,7,3,31,3,2025-W31,0
2025-04-19,SKU-101432,South,30.0,31.51,0,0,0,-0.47,2025,4,2,16,5,2025-W16,1
2024-09-18,SKU-101433,South,45.0,149.13,0,1,0,-0.34,2024,9,3,38,2,2024-W38,0
2025-07-06,SKU-101434,East,42.0,122.5,0,0,0,1.12,2025,7,3,27,6,2025-W27,1
2025-06-11,SKU-101435,East,70.0,163.53,0,0,0,1.78,2025,6,2,24,2,2025-W24,0
2025-07-15,SKU-101436,South,51.0,162.38,0,0,0,0.86,2025,7,3,29,1,2025-W29,0
2025-05-19,SKU-101437,East,55.0,120.34,0,0,0,-0.92,2025,5,2,21,0,2025-W21,0
2025-08-22,SKU-101438,West,44.0,40.56,0,0,0,-0.01,2025,8,3,34,4,2025-W34,0
2024-12-12,SKU-101439,North,45.0,41.84,0,0,0,-0.5,2024,12,4,50,3,2024-W50,0
2024-09-16,SKU-101440,North,38.0,123.15,0,1,0,-0.92,2024,9,3,38,0,2024-W38,0
2024-11-23,SKU-101441,East,39.0,186.16,0,0,0,-0.97,2024,11,4,47,5,2024-W47,1
2025-07-01,SKU-101442,North,58.0,94.33,0,0,0,-0.03,2025,7,3,27,1,2025-W27,0
2025-05-11,SKU-101443,East,80.0,193.75,0,0,1,-1.16,2025,5,2,19,6,2025-W19,1
2025-04-21,SKU-101444,South,42.0,129.61,0,0,0,1.45,2025,4,2,17,0,2025-W17,0
2024-10-06,SKU-101445,East,58.0,180.78,0,0,1,0.35,2024,10,4,40,6,2024-W40,1
2025-01-19,SKU-101446,West,36.0,130.42,1,0,0,1.54,2025,1,1,3,6,2025-W03,1
2025-07-01,SKU-101447,South,31.0,134.11,0,0,0,-0.03,2025,7,3,27,1,2025-W27,0
2025-07-06,SKU-101448,North,82.0,187.82,0,0,0,-1.26,2025,7,3,27,6,2025-W27,1
2025-03-30,SKU-101449,South,44.0,31.16,0,0,0,0.26,2025,3,1,13,6,2025-W13,1
2024-11-15,SKU-101450,East,75.0,76.47,0,0,0,0.36,2024,11,4,46,4,2024-W46,0
2025-05-16,SKU-101451,North,68.0,73.93,0,0,0,1.23,2025,5,2,20,4,2025-W20,0
2024-09-12,SKU-101452,North,38.0,132.84,0,1,0,0.79,2024,9,3,37,3,2024-W37,0
2025-05-18,SKU-101453,North,72.0,192.66,0,0,0,1.39,2025,5,2,20,6,2025-W20,1
2025-05-20,SKU-101454,North,34.0,152.72,0,0,0,-0.92,2025,5,2,21,1,2025-W21,0
2025-08-05,SKU-101455,North,61.0,41.26,0,0,0,0.98,2025,8,3,32,1,2025-W32,0
2025-08-04,SKU-101456,North,30.0,145.41,0,0,0,1.12,2025,8,3,32,0,2025-W32,0
2025-05-30,SKU-101457,West,41.0,120.12,0,0,0,-0.46,2025,5,2,22,4,2025-W22,0
2024-12-12,SKU-101458,West,52.0,191.61,0,0,0,-1.08,2024,12,4,50,3,2024-W50,0
2024-09-20,SKU-101459,North,57.0,44.32,0,1,0,-0.52,2024,9,3,38,4,2024-W38,0
2025-05-03,SKU-101460,East,42.0,150.28,0,0,0,-0.53,2025,5,2,18,5,2025-W18,1
2024-10-12,SKU-101461,South,25.0,119.65,0,0,0,0.31,2024,10,4,41,5,2024-W41,1
2024-10-09,SKU-101462,West,36.0,132.31,0,0,1,-0.55,2024,10,4,41,2,2024-W41,0
2025-08-10,SKU-101463,South,30.0,125.37,0,0,0,-1.73,2025,8,3,32,6,2025-W32,1
2024-09-29,SKU-101464,West,30.0,129.32,0,1,0,-1.09,2024,9,3,39,6,2024-W39,1
2025-07-09,SKU-101465,East,51.0,31.68,0,0,0,-1.69,2025,7,3,28,2,2025-W28,0
2025-01-10,SKU-101466,North,31.0,87.34,1,0,0,-2.15,2025,1,1,2,4,2025-W02,0
2024-12-27,SKU-101467,East,39.0,33.06,0,0,0,0.12,2024,12,4,52,4,2024-W52,0
2024-12-16,SKU-101468,North,48.0,192.12,0,0,0,0.22,2024,12,4,51,0,2024-W51,0
2025-07-15,SKU-101469,West,41.0,123.37,0,0,0,2.27,2025,7,3,29,1,2025-W29,0
2024-12-07,SKU-101470,South,23.0,86.45,0,0,0,1.67,2024,12,4,49,5,2024-W49,1
2025-01-24,SKU-101471,South,44.0,32.13,1,0,0,1.41,2025,1,1,4,4,2025-W04,0
2025-01-27,SKU-101472,West,39.0,32.09,1,0,0,-0.17,2025,1,1,5,0,2025-W05,0
2024-10-31,SKU-101473,East,55.0,184.3,0,0,0,0.47,2024,10,4,44,3,2024-W44,0
2024-12-20,SKU-101474,North,57.0,42.31,0,0,1,0.92,2024,12,4,51,4,2024-W51,0
2025-01-16,SKU-101475,East,47.0,159.85,1,0,0,-1.1,2025,1,1,3,3,2025-W03,0
2025-01-02,SKU-101476,North,53.0,158.54,1,0,0,-0.04,2025,1,1,1,3,2025-W01,0
2025-04-04,SKU-101477,North,30.0,124.91,0,0,0,0.13,2025,4,2,14,4,2025-W14,0
2025-05-23,SKU-101478,East,42.0,155.5,0,0,0,0.66,2025,5,2,21,4,2025-W21,0
2025-05-13,SKU-101479,West,44.0,31.13,0,0,0,1.07,2025,5,2,20,1,2025-W20,0
2025-03-19,SKU-101480,East,37.0,134.37,0,0,0,1.58,2025,3,1,12,2,2025-W12,0
2024-11-19,SKU-101481,West,46.0,42.44,0,0,0,0.41,2024,11,4,47,1,2024-W47,0
2024-09-10,SKU-101482,South,30.0,129.1,0,1,0,-2.39,2024,9,3,37,1,2024-W37,0
2025-05-22,SKU-101483,West,58.0,175.98,0,0,0,0.04,2025,5,2,21,3,2025-W21,0
2025-01-11,SKU-101484,West,42.0,193.11,1,0,0,-0.61,2025,1,1,2,5,2025-W02,1
2024-10-31,SKU-101485,West,36.0,131.98,0,0,0,0.47,2024,10,4,44,3,2024-W44,0
2025-06-21,SKU-101486,South,50.0,163.29,0,0,0,0.62,2025,6,2,25,5,2025-W25,1
2025-02-15,SKU-101487,East,48.0,193.09,1,0,0,-1.39,2025,2,1,7,5,2025-W07,1
2024-09-10,SKU-101488,West,29.0,157.99,0,1,0,0.0,2024,9,3,37,1,2024-W37,0
2025-07-18,SKU-101489,West,47.0,30.84,0,0,0,0.86,2025,7,3,29,4,2025-W29,0
2024-10-20,SKU-101490,West,43.0,42.45,0,0,0,1.08,2024,10,4,42,6,2024-W42,1
2025-04-10,SKU-101491,East,72.0,202.57,0,0,0,-0.92,2025,4,2,15,3,2025-W15,0
2024-11-07,SKU-101492,North,24.0,123.42,0,0,0,0.14,2024,11,4,45,3,2024-W45,0
2025-04-04,SKU-101493,West,49.0,34.48,0,0,0,0.48,2025,4,2,14,4,2025-W14,0
2025-07-02,SKU-101494,East,47.0,157.8,0,0,0,0.48,2025,7,3,27,2,2025-W27,0
2025-02-22,SKU-101495,North,48.0,31.18,1,0,0,-1.28,2025,2,1,8,5,2025-W08,1
2025-02-27,SKU-101496,West,67.0,174.72,1,0,1,-1.26,2025,2,1,9,3,2025-W09,0
2025-05-17,SKU-101497,West,46.0,127.94,0,0,0,0.01,2025,5,2,20,5,2025-W20,1
2025-02-17,SKU-101498,East,55.0,155.69,1,0,0,0.52,2025,2,1,8,0,2025-W08,0
2024-10-27,SKU-101499,East,31.0,30.66,0,0,0,1.1,2024,10,4,43,6,2024-W43,1
2024-10-30,SKU-101500,North,38.0,32.85,0,0,0,1.3,2024,10,4,44,2,2024-W44,0
2025-08-09,SKU-101501,West,75.0,99.01,0,0,0,-0.97,2025,8,3,32,5,2025-W32,1
2025-01-09,SKU-101502,East,54.0,90.45,1,0,0,-0.55,2025,1,1,2,3,2025-W02,0
2025-04-10,SKU-101503,East,45.0,31.55,0,0,0,-0.92,2025,4,2,15,3,2025-W15,0
2024-12-24,SKU-101504,North,21.0,82.76,0,0,0,1.47,2024,12,4,52,1,2024-W52,0
2024-10-15,SKU-101505,East,30.0,146.77,0,0,0,-2.09,2024,10,4,42,1,2024-W42,0
2025-04-08,SKU-101506,South,28.0,125.05,0,0,0,1.67,2025,4,2,15,1,2025-W15,0
2024-09-23,SKU-101507,West,68.0,193.54,0,1,1,1.77,2024,9,3,39,0,2024-W39,0
2025-05-22,SKU-101508,West,51.0,42.36,0,0,0,-0.92,2025,5,2,21,3,2025-W21,0
2025-06-29,SKU-101509,North,54.0,185.16,0,0,0,-0.71,2025,6,2,26,6,2025-W26,1
2025-01-01,SKU-101510,South,42.0,174.17,0,0,0,-0.4,2025,1,1,1,2,2025-W01,0
2024-12-06,SKU-101511,South,44.0,174.82,0,0,0,-0.23,2024,12,4,49,4,2024-W49,0
2025-06-17,SKU-101512,West,32.0,130.32,0,0,0,-0.61,2025,6,2,25,1,2025-W25,0
2025-06-08,SKU-101513,North,80.0,78.69,0,0,0,-1.75,2025,6,2,23,6,2025-W23,1
2025-05-31,SKU-101514,East,51.0,130.43,0,0,0,-0.18,2025,5,2,22,5,2025-W22,1
2024-09-10,SKU-101515,North,28.0,110.7,0,1,0,0.57,2024,9,3,37,1,2024-W37,0
2025-06-22,SKU-101516,North,40.0,110.05,0,0,0,-0.51,2025,6,2,25,6,2025-W25,1
2024-09-08,SKU-101517,North,40.0,195.65,0,1,0,1.54,2024,9,3,36,6,2024-W36,1
2025-06-28,SKU-101518,North,70.0,43.19,0,0,0,-0.11,2025,6,2,26,5,2025-W26,1
2024-11-16,SKU-101519,North,26.0,185.14,0,0,0,1.01,2024,11,4,46,5,2024-W46,1
2024-11-22,SKU-101520,East,31.0,124.34,0,0,0,-0.27,2024,11,4,47,4,2024-W47,0
2025-03-04,SKU-101521,North,68.0,78.22,1,0,0,1.68,2025,3,1,10,1,2025-W10,0
2024-09-15,SKU-101522,West,40.0,187.82,0,1,0,0.79,2024,9,3,37,6,2024-W37,1
2025-08-08,SKU-101523,North,27.0,104.29,0,0,0,0.98,2025,8,3,32,4,2025-W32,0
2024-10-02,SKU-101524,North,48.0,184.52,0,1,0,-1.29,2024,10,4,40,2,2024-W40,0
2025-07-07,SKU-101525,South,64.0,79.23,0,0,0,-1.05,2025,7,3,28,0,2025-W28,0
2025-03-10,SKU-101526,East,45.0,150.74,0,0,0,1.29,2025,3,1,11,0,2025-W11,0
2024-09-17,SKU-101527,East,35.0,120.56,0,1,0,0.21,2024,9,3,38,1,2024-W38,0
2025-03-14,SKU-101528,West,22.0,106.75,0,0,0,0.55,2025,3,1,11,4,2025-W11,0
2024-09-20,SKU-101529,East,37.0,181.34,0,1,0,-0.39,2024,9,3,38,4,2024-W38,0
2025-03-24,SKU-101530,South,39.0,162.75,0,0,0,-0.29,2025,3,1,13,0,2025-W13,0
2025-02-01,SKU-101531,South,27.0,87.74,1,0,0,0.37,2025,2,1,5,5,2025-W05,1
2024-09-11,SKU-101532,North,81.0,194.53,0,1,0,0.0,2024,9,3,37,2,2024-W37,0
2025-08-19,SKU-101533,North,63.0,92.84,0,0,0,-0.63,2025,8,3,34,1,2025-W34,0
2025-05-25,SKU-101534,South,71.0,100.18,0,0,0,0.66,2025,5,2,21,6,2025-W21,1
2025-06-04,SKU-101535,North,30.0,119.49,0,0,0,-0.26,2025,6,2,23,2,2025-W23,0
2025-06-15,SKU-101536,West,53.0,132.81,0,0,0,0.53,2025,6,2,24,6,2025-W24,1
2024-10-16,SKU-101537,South,22.0,129.46,0,0,0,0.31,2024,10,4,42,2,2024-W42,0
2025-05-15,SKU-101538,East,96.0,40.73,0,0,1,-1.16,2025,5,2,20,3,2025-W20,0
2025-06-20,SKU-101539,West,59.0,183.1,0,0,0,-1.57,2025,6,2,25,4,2025-W25,0
2025-04-02,SKU-101540,East,43.0,124.94,0,0,0,-1.43,2025,4,2,14,2,2025-W14,0
2025-07-27,SKU-101541,North,53.0,79.85,0,0,0,1.89,2025,7,3,30,6,2025-W30,1
2024-09-16,SKU-101542,South,69.0,97.76,0,1,0,0.79,2024,9,3,38,0,2024-W38,0
2024-11-15,SKU-101543,South,40.0,196.38,0,0,0,-0.94,2024,11,4,46,4,2024-W46,0
2025-01-21,SKU-101544,North,46.0,186.11,1,0,0,-0.28,2025,1,1,4,1,2025-W04,0
2025-04-30,SKU-101545,North,40.0,30.86,0,0,1,1.22,2025,4,2,18,2,2025-W18,0
2025-07-30,SKU-101546,East,60.0,158.52,0,0,0,-0.56,2025,7,3,31,2,2025-W31,0
2025-08-23,SKU-101547,South,56.0,99.3,0,0,0,-1.14,2025,8,3,34,5,2025-W34,1
2025-05-25,SKU-101548,East,57.0,159.07,0,0,0,0.04,2025,5,2,21,6,2025-W21,1
2025-07-31,SKU-101549,West,43.0,194.1,0,0,0,0.14,2025,7,3,31,3,2025-W31,0
2025-05-07,SKU-101550,East,34.0,132.96,0,0,0,-0.53,2025,5,2,19,2,2025-W19,0
2024-11-10,SKU-101551,West,32.0,131.39,0,0,0,-3.5,2024,11,4,45,6,2024-W45,1
2024-10-07,SKU-101552,East,47.0,32.83,0,0,0,1.2,2024,10,4,41,0,2024-W41,0
2024-12-26,SKU-101553,South,48.0,78.8,0,0,0,1.47,2024,12,4,52,3,2024-W52,0
2025-05-20,SKU-101554,North,37.0,185.79,0,0,0,1.23,2025,5,2,21,1,2025-W21,0
2024-09-15,SKU-101555,East,51.0,152.95,0,1,0,3.32,2024,9,3,37,6,2024-W37,1
2025-05-02,SKU-101556,East,27.0,176.87,0,0,0,0.76,2025,5,2,18,4,2025-W18,0
2024-09-05,SKU-101557,South,51.0,94.36,0,1,0,1.09,2024,9,3,36,3,2024-W36,0
2025-01-12,SKU-101558,North,31.0,130.2,1,0,0,0.07,2025,1,1,2,6,2025-W02,1
2025-06-05,SKU-101559,North,28.0,88.83,0,0,0,-0.26,2025,6,2,23,3,2025-W23,0
2025-05-07,SKU-101560,North,37.0,157.84,0,0,0,0.24,2025,5,2,19,2,2025-W19,0
2024-12-01,SKU-101561,East,40.0,128.02,0,0,0,0.54,2024,12,4,48,6,2024-W48,1
2025-08-25,SKU-101562,East,25.0,110.65,0,0,0,0.18,2025,8,3,35,0,2025-W35,0
2025-01-14,SKU-101563,West,55.0,90.29,1,0,0,-2.15,2025,1,1,3,1,2025-W03,0
2025-04-09,SKU-101564,South,43.0,188.65,0,0,0,0.29,2025,4,2,15,2,2025-W15,0
2025-06-01,SKU-101565,West,23.0,146.72,0,0,0,1.04,2025,6,2,22,6,2025-W22,1
2024-10-03,SKU-101566,North,57.0,172.58,0,1,0,-1.09,2024,10,4,40,3,2024-W40,0
2024-09-28,SKU-101567,West,30.0,127.05,0,1,0,0.4,2024,9,3,39,5,2024-W39,1
2024-09-14,SKU-101568,East,60.0,177.55,0,1,0,-2.39,2024,9,3,37,5,2024-W37,1
2025-07-09,SKU-101569,West,31.0,104.12,0,0,0,-1.05,2025,7,3,28,2,2025-W28,0
2024-11-06,SKU-101570,West,30.0,132.38,0,0,0,1.26,2024,11,4,45,2,2024-W45,0
2025-01-16,SKU-101571,East,33.0,84.18,1,0,0,0.68,2025,1,1,3,3,2025-W03,0
2025-02-15,SKU-101572,West,26.0,105.45,1,0,0,-0.82,2025,2,1,7,5,2025-W07,1
2025-07-03,SKU-101573,West,57.0,176.06,0,0,1,-0.04,2025,7,3,27,3,2025-W27,0
2025-07-14,SKU-101574,North,41.0,159.5,0,0,0,-0.14,2025,7,3,29,0,2025-W29,0
2025-06-20,SKU-101575,South,36.0,155.84,0,0,0,0.42,2025,6,2,25,4,2025-W25,0
2024-10-04,SKU-101576,West,25.0,100.63,0,1,0,-1.29,2024,10,4,40,4,2024-W40,0
2025-04-18,SKU-101577,North,45.0,157.37,0,0,0,2.11,2025,4,2,16,4,2025-W16,0
2025-07-22,SKU-101578,South,60.0,93.41,0,0,0,0.33,2025,7,3,30,1,2025-W30,0
2025-08-16,SKU-101579,North,35.0,188.95,0,0,0,-0.44,2025,8,3,33,5,2025-W33,1
2025-03-30,SKU-101580,West,48.0,161.99,0,0,0,-0.01,2025,3,1,13,6,2025-W13,1
2025-07-10,SKU-101581,South,56.0,199.58,0,0,0,2.05,2025,7,3,28,3,2025-W28,0
2025-02-04,SKU-101582,East,42.0,85.77,1,0,0,-0.89,2025,2,1,6,1,2025-W06,0
2025-05-06,SKU-101583,South,47.0,120.26,0,0,0,0.72,2025,5,2,19,1,2025-W19,0
2024-11-27,SKU-101584,South,33.0,125.71,0,0,0,-0.75,2024,11,4,48,2,2024-W48,0
2024-12-30,SKU-101585,East,41.0,185.94,0,0,0,1.29,2024,12,4,1,0,2025-W01,0
2024-09-24,SKU-101586,West,30.0,130.43,0,1,0,0.17,2024,9,3,39,1,2024-W39,0
2025-04-17,SKU-101587,South,47.0,189.64,0,0,0,1.46,2025,4,2,16,3,2025-W16,0
2024-11-01,SKU-101588,East,26.0,156.2,0,0,0,1.31,2024,11,4,44,4,2024-W44,0
2025-01-09,SKU-101589,West,33.0,106.99,1,0,0,1.48,2025,1,1,2,3,2025-W02,0
2024-12-10,SKU-101590,North,19.0,178.85,0,0,0,-0.23,2024,12,4,50,1,2024-W50,0
2025-05-22,SKU-101591,South,29.0,177.91,0,0,0,1.23,2025,5,2,21,3,2025-W21,0
2025-07-01,SKU-101592,East,33.0,124.17,0,0,0,-0.11,2025,7,3,27,1,2025-W27,0
2024-12-13,SKU-101593,North,28.0,190.08,0,0,0,0.9,2024,12,4,50,4,2024-W50,0
2024-11-01,SKU-101594,East,33.0,132.92,0,0,0,1.31,2024,11,4,44,4,2024-W44,0
2024-09-05,SKU-101595,South,50.0,98.25,0,1,0,-0.85,2024,9,3,36,3,2024-W36,0
2024-11-16,SKU-101596,North,30.0,123.67,0,0,0,1.38,2024,11,4,46,5,2024-W46,1
2025-02-18,SKU-101597,West,36.0,149.15,1,0,0,-0.87,2025,2,1,8,1,2025-W08,0
2025-07-07,SKU-101598,South,26.0,106.09,0,0,0,-0.03,2025,7,3,28,0,2025-W28,0
2025-09-01,SKU-101599,East,35.0,81.05,0,0,0,-0.07,2025,9,3,36,0,2025-W36,0
2025-04-26,SKU-101600,East,30.0,175.96,0,0,0,-0.47,2025,4,2,17,5,2025-W17,1
2025-08-07,SKU-101601,North,61.0,96.8,0,0,0,1.66,2025,8,3,32,3,2025-W32,0
2025-03-27,SKU-101602,West,40.0,161.82,0,0,0,-0.29,2025,3,1,13,3,2025-W13,0
2025-09-01,SKU-101603,West,20.0,191.44,0,0,0,-0.07,2025,9,3,36,0,2025-W36,0
2024-11-01,SKU-101604,North,26.0,184.59,0,0,0,1.31,2024,11,4,44,4,2024-W44,0
2025-05-15,SKU-101605,South,49.0,189.83,0,0,0,-0.48,2025,5,2,20,3,2025-W20,0
2025-01-09,SKU-101606,West,51.0,78.97,1,0,0,1.48,2025,1,1,2,3,2025-W02,0
2024-10-28,SKU-101607,East,58.0,72.64,0,0,0,0.42,2024,10,4,44,0,2024-W44,0
2025-07-08,SKU-101608,South,56.0,160.79,0,0,0,-0.03,2025,7,3,28,1,2025-W28,0
2025-08-30,SKU-101609,South,44.0,182.73,0,0,0,-0.01,2025,8,3,35,5,2025-W35,1
2025-02-27,SKU-101610,North,34.0,131.07,1,0,0,-1.28,2025,2,1,9,3,2025-W09,0
2025-08-16,SKU-101611,North,53.0,170.42,0,0,0,-0.03,2025,8,3,33,5,2025-W33,1
2024-11-14,SKU-101612,West,54.0,200.86,0,0,0,0.28,2024,11,4,46,3,2024-W46,0
2025-02-10,SKU-101613,East,69.0,45.28,1,0,0,0.39,2025,2,1,7,0,2025-W07,0
2025-03-06,SKU-101614,South,48.0,198.02,1,0,0,-0.41,2025,3,1,10,3,2025-W10,0
2024-12-15,SKU-101615,North,43.0,98.23,0,0,0,2.2,2024,12,4,50,6,2024-W50,1
2025-01-09,SKU-101616,South,45.0,191.83,1,0,1,0.36,2025,1,1,2,3,2025-W02,0
2025-01-06,SKU-101617,South,17.0,133.9,0,0,0,-0.4,2025,1,1,2,0,2025-W02,0
2025-08-31,SKU-101618,East,48.0,185.13,0,0,0,0.18,2025,8,3,35,6,2025-W35,1
2025-08-27,SKU-101619,North,35.0,100.47,0,0,0,0.18,2025,8,3,35,2,2025-W35,0
2024-12-25,SKU-101620,West,38.0,33.23,0,0,0,0.84,2024,12,4,52,2,2024-W52,0
2024-11-05,SKU-101621,East,49.0,121.42,0,0,0,-2.08,2024,11,4,45,1,2024-W45,0
2025-01-21,SKU-101622,East,30.0,131.58,1,0,0,0.7,2025,1,1,4,1,2025-W04,0
2025-04-01,SKU-101623,South,42.0,203.52,0,0,0,-0.01,2025,4,2,14,1,2025-W14,0
2025-05-25,SKU-101624,West,23.0,84.94,0,0,0,1.39,2025,5,2,21,6,2025-W21,1
2025-07-01,SKU-101625,South,22.0,129.46,0,0,0,-0.39,2025,7,3,27,1,2025-W27,0
2024-11-30,SKU-101626,West,22.0,133.3,0,0,0,-0.97,2024,11,4,48,5,2024-W48,1
2024-11-01,SKU-101627,North,27.0,82.97,0,0,0,1.1,2024,11,4,44,4,2024-W44,0
2025-04-21,SKU-101628,North,34.0,124.77,0,0,0,-1.22,2025,4,2,17,0,2025-W17,0
2025-08-23,SKU-101629,West,62.0,77.76,0,0,0,-0.63,2025,8,3,34,5,2025-W34,1
2025-07-18,SKU-101630,North,48.0,191.0,0,0,0,0.64,2025,7,3,29,4,2025-W29,0
2025-05-14,SKU-101631,North,36.0,191.72,0,0,0,-0.21,2025,5,2,20,2,2025-W20,0
2025-01-24,SKU-101632,West,43.0,153.34,1,0,0,0.9,2025,1,1,4,4,2025-W04,0
2024-12-19,SKU-101633,North,47.0,197.48,0,0,0,-0.49,2024,12,4,51,3,2024-W51,0
2025-05-16,SKU-101634,West,34.0,187.88,0,0,0,1.44,2025,5,2,20,4,2025-W20,0
2025-03-28,SKU-101635,North,59.0,162.74,0,0,0,2.23,2025,3,1,13,4,2025-W13,0
2025-05-07,SKU-101636,North,42.0,32.0,0,0,0,0.07,2025,5,2,19,2,2025-W19,0
2025-03-26,SKU-101637,North,34.0,159.13,0,0,0,1.58,2025,3,1,13,2,2025-W13,0
2025-04-19,SKU-101638,North,49.0,167.08,0,0,0,1.46,2025,4,2,16,5,2025-W16,1
2024-10-14,SKU-101639,North,69.0,92.87,0,0,1,0.35,2024,10,4,42,0,2024-W42,0
2024-09-23,SKU-101640,West,49.0,31.38,0,1,0,1.8,2024,9,3,39,0,2024-W39,0
2025-01-21,SKU-101641,East,33.0,30.59,1,0,0,2.15,2025,1,1,4,1,2025-W04,0
2025-06-15,SKU-101642,East,57.0,197.07,0,0,0,-0.05,2025,6,2,24,6,2025-W24,1
2025-03-22,SKU-101643,West,44.0,161.46,0,0,0,0.08,2025,3,1,12,5,2025-W12,1
2025-06-13,SKU-101644,West,31.0,87.52,0,0,0,-1.75,2025,6,2,24,4,2025-W24,0
2025-01-12,SKU-101645,East,47.0,31.25,1,0,0,0.11,2025,1,1,2,6,2025-W02,1
2025-07-17,SKU-101646,North,61.0,91.72,0,0,0,-0.14,2025,7,3,29,3,2025-W29,0
2025-05-12,SKU-101647,West,43.0,126.32,0,0,0,1.6,2025,5,2,20,0,2025-W20,0
2024-09-16,SKU-101648,West,37.0,123.66,0,1,0,0.0,2024,9,3,38,0,2024-W38,0
2025-01-13,SKU-101649,South,34.0,33.16,1,0,0,0.88,2025,1,1,3,0,2025-W03,0
2024-12-27,SKU-101650,South,38.0,129.82,0,0,1,0.92,2024,12,4,52,4,2024-W52,0
2025-04-17,SKU-101651,East,69.0,73.74,0,0,0,0.69,2025,4,2,16,3,2025-W16,0
2025-06-03,SKU-101652,North,61.0,168.71,0,0,1,-0.59,2025,6,2,23,1,2025-W23,0
2025-05-10,SKU-101653,East,32.0,162.52,0,0,0,0.24,2025,5,2,19,5,2025-W19,1
2025-05-12,SKU-101654,East,30.0,150.14,0,0,0,1.6,2025,5,2,20,0,2025-W20,0
2024-10-16,SKU-101655,West,23.0,120.87,0,0,0,-0.41,2024,10,4,42,2,2024-W42,0
2024-11-14,SKU-101656,West,45.0,169.61,0,0,0,0.14,2024,11,4,46,3,2024-W46,0
2024-11-29,SKU-101657,West,44.0,198.11,0,0,0,1.69,2024,11,4,48,4,2024-W48,0
2025-01-06,SKU-101658,South,24.0,34.34,0,0,0,-0.95,2025,1,1,2,0,2025-W02,0
2025-01-03,SKU-101659,North,37.0,192.05,0,0,0,-0.18,2025,1,1,1,4,2025-W01,0
2024-10-06,SKU-101660,West,56.0,32.19,0,1,0,1.24,2024,10,4,40,6,2024-W40,1
2025-02-18,SKU-101661,East,49.0,31.41,1,0,0,-0.68,2025,2,1,8,1,2025-W08,0
2025-01-06,SKU-101662,North,51.0,188.05,0,0,0,-0.95,2025,1,1,2,0,2025-W02,0
