date,sku_id,region,category,units_ordered,transaction_price_usd,holiday_peak_flag,prime_event_flag,marketing_push_flag,weather_disruption_index,year,month,quarter,week_number,day_of_week,year_week,is_weekend,unit_cost_usd,selling_price_usd,gross_margin_usd,margin_pct,cube_ft,volume_m3,target_service_level,stockout_penalty_usd,holding_cost_daily_usd,home_warehouse_id,home_wh_capacity,home_wh_fixed_cost_usd,home_ship_cost_usd,home_lead_time_days,home_carbon_kg_per_unit,home_lane_efficiency
2024-10-07,SKU-101294,East,PET,45.0,76.21,0,0,0,-1.8,2024,10,4,41,0,2024-W41,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-01-30,SKU-101295,North,HOME,71.0,183.13,1,0,0,0.67,2025,1,1,5,3,2025-W05,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-08-13,SKU-101296,South,ELECTRONICS,43.0,31.52,0,0,0,-1.14,2025,8,3,33,2,2025-W33,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-07-17,SKU-101297,East,TOYS,94.0,77.29,0,0,0,1.89,2025,7,3,29,3,2025-W29,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-06,SKU-101298,West,TOYS,53.0,156.14,0,0,0,1.78,2025,6,2,23,4,2025-W23,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-09-15,SKU-101299,West,BEAUTY,38.0,31.53,0,1,1,1.77,2024,9,3,37,6,2024-W37,1,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-12-16,SKU-101300,West,ELECTRONICS,37.0,125.9,0,0,0,1.47,2024,12,4,51,0,2024-W51,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-10-13,SKU-101301,East,HOME,64.0,43.92,0,0,0,0.42,2024,10,4,41,6,2024-W41,1,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-05-31,SKU-101302,North,ELECTRONICS,38.0,178.76,0,0,0,-0.74,2025,5,2,22,5,2025-W22,1,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-03-30,SKU-101303,East,KITCHEN,61.0,99.77,0,0,0,0.0,2025,3,1,13,6,2025-W13,1,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-02-14,SKU-101304,North,ELECTRONICS,31.0,121.59,1,0,0,-1.28,2025,2,1,7,4,2025-W07,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-11-16,SKU-101305,South,ELECTRONICS,38.0,147.2,0,0,0,-2.01,2024,11,4,46,5,2024-W46,1,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-02-11,SKU-101306,West,PET,24.0,107.44,1,0,0,-2.9,2025,2,1,7,1,2025-W07,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-12-20,SKU-101307,East,KITCHEN,44.0,170.88,0,0,0,0.12,2024,12,4,51,4,2024-W51,0,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-10-05,SKU-101308,West,KITCHEN,25.0,130.75,0,0,0,1.51,2024,10,4,40,5,2024-W40,1,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-03-09,SKU-101309,East,TOYS,58.0,193.8,0,0,0,-1.56,2025,3,1,10,6,2025-W10,1,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-09-24,SKU-101310,East,PET,24.0,128.23,0,0,0,-0.44,2024,9,3,39,1,2024-W39,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-29,SKU-101311,West,ELECTRONICS,53.0,34.01,0,0,0,2.05,2025,6,2,26,6,2025-W26,1,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-10-22,SKU-101312,South,PET,43.0,43.1,0,0,0,1.3,2024,10,4,43,1,2024-W43,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-12-10,SKU-101313,South,HOME,19.0,146.54,0,0,0,1.02,2024,12,4,50,1,2024-W50,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-10-10,SKU-101314,South,ELECTRONICS,33.0,30.77,0,0,0,0.21,2024,10,4,41,3,2024-W41,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-08,SKU-101315,West,TOYS,19.0,160.06,1,0,0,0.7,2025,1,1,2,2,2025-W02,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-03-04,SKU-101316,North,TOYS,26.0,108.52,0,0,0,0.02,2025,3,1,10,1,2025-W10,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-08-29,SKU-101317,South,BEAUTY,33.0,127.63,0,1,0,0.31,2024,8,3,35,3,2024-W35,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-19,SKU-101318,East,ELECTRONICS,42.0,127.93,1,0,0,-0.38,2025,1,1,3,6,2025-W03,1,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-07-09,SKU-101319,South,HOME,22.0,127.7,0,0,0,-0.52,2025,7,3,28,2,2025-W28,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-09-17,SKU-101320,North,ELECTRONICS,71.0,174.96,0,1,0,-0.09,2024,9,3,38,1,2024-W38,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-02-25,SKU-101321,North,KITCHEN,37.0,135.64,0,0,0,0.03,2025,2,1,9,1,2025-W09,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-02-03,SKU-101322,East,ELECTRONICS,34.0,160.43,1,0,0,0.44,2025,2,1,6,0,2025-W06,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-05-10,SKU-101323,South,ELECTRONICS,65.0,34.04,0,0,0,0.01,2025,5,2,19,5,2025-W19,1,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-04-20,SKU-101324,East,PET,38.0,101.23,0,0,0,1.45,2025,4,2,16,6,2025-W16,1,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-10-12,SKU-101325,South,KITCHEN,30.0,33.13,0,0,0,1.28,2024,10,4,41,5,2024-W41,1,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-05-09,SKU-101326,South,KITCHEN,28.0,135.53,0,0,0,2.05,2025,5,2,19,4,2025-W19,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-07-29,SKU-101327,South,TOYS,38.0,129.0,0,0,0,-0.9,2025,7,3,31,1,2025-W31,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-02-20,SKU-101328,South,PET,83.0,158.33,1,0,1,-1.26,2025,2,1,8,3,2025-W08,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-05-29,SKU-101329,North,ELECTRONICS,58.0,185.0,0,0,0,0.87,2025,5,2,22,3,2025-W22,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-05-28,SKU-101330,East,PET,33.0,119.82,0,0,0,0.3,2025,5,2,22,2,2025-W22,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-05-06,SKU-101331,West,HOME,32.0,88.13,0,0,1,-1.16,2025,5,2,19,1,2025-W19,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-03-08,SKU-101332,North,ELECTRONICS,60.0,155.65,0,0,0,-0.02,2025,3,1,10,5,2025-W10,1,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-02-21,SKU-101333,South,TOYS,54.0,153.05,1,0,0,0.37,2025,2,1,8,4,2025-W08,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-12-29,SKU-101334,South,TOYS,50.0,80.56,1,0,0,1.48,2024,12,4,52,6,2024-W52,1,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-04-03,SKU-101335,West,BEAUTY,70.0,44.59,0,0,0,-0.92,2025,4,2,14,3,2025-W14,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-10-01,SKU-101336,West,ELECTRONICS,47.0,153.57,0,0,1,0.35,2024,10,4,40,1,2024-W40,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-03-11,SKU-101337,East,HOME,50.0,119.27,0,0,0,-0.12,2025,3,1,11,1,2025-W11,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-16,SKU-101338,South,ELECTRONICS,49.0,199.26,0,0,0,1.25,2025,6,2,25,0,2025-W25,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-28,SKU-101339,East,KITCHEN,52.0,173.34,1,0,0,-1.48,2025,1,1,5,1,2025-W05,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-07-21,SKU-101340,West,ELECTRONICS,55.0,201.42,0,0,0,-0.56,2025,7,3,30,0,2025-W30,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-06-19,SKU-101341,South,ELECTRONICS,34.0,149.55,0,0,0,-0.39,2025,6,2,25,3,2025-W25,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-09-01,SKU-101342,East,PET,50.0,94.71,0,1,0,-0.29,2024,9,3,35,6,2024-W35,1,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-09-02,SKU-101343,East,KITCHEN,32.0,192.13,0,1,0,0.57,2024,9,3,36,0,2024-W36,0,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-18,SKU-101344,West,KITCHEN,66.0,73.46,0,0,0,-0.55,2025,6,2,25,2,2025-W25,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-06-07,SKU-101345,East,TOYS,68.0,42.17,0,0,0,0.53,2025,6,2,23,5,2025-W23,1,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-09-06,SKU-101346,North,PET,69.0,76.97,0,1,0,0.87,2024,9,3,36,4,2024-W36,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-07-18,SKU-101347,East,ELECTRONICS,33.0,178.89,0,0,0,1.37,2025,7,3,29,4,2025-W29,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-05-19,SKU-101348,West,PET,66.0,95.37,0,0,0,-1.3,2025,5,2,21,0,2025-W21,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-02-12,SKU-101349,North,HOME,37.0,161.6,1,0,0,-0.77,2025,2,1,7,2,2025-W07,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-05-11,SKU-101350,East,ELECTRONICS,53.0,32.59,0,0,0,0.01,2025,5,2,19,6,2025-W19,1,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-05-19,SKU-101351,East,TOYS,36.0,31.66,0,0,0,-1.3,2025,5,2,21,0,2025-W21,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-11-16,SKU-101352,West,TOYS,24.0,84.4,0,0,0,1.69,2024,11,4,46,5,2024-W46,1,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-06-07,SKU-101353,East,BEAUTY,69.0,148.05,0,0,0,0.53,2025,6,2,23,5,2025-W23,1,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-09-28,SKU-101354,West,ELECTRONICS,57.0,175.39,0,0,0,0.35,2024,9,3,39,5,2024-W39,1,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-05-22,SKU-101355,South,HOME,60.0,31.66,0,0,1,-0.59,2025,5,2,21,3,2025-W21,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-20,SKU-101356,West,ELECTRONICS,35.0,190.45,1,0,0,1.31,2025,1,1,4,0,2025-W04,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-11-12,SKU-101357,West,KITCHEN,40.0,32.3,0,0,0,0.5,2024,11,4,46,1,2024-W46,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-02-20,SKU-101358,West,ELECTRONICS,51.0,41.69,1,0,0,-0.27,2025,2,1,8,3,2025-W08,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-03-13,SKU-101359,South,ELECTRONICS,35.0,98.1,0,0,0,1.21,2025,3,1,11,3,2025-W11,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-08-20,SKU-101360,North,PET,58.0,42.36,0,0,0,0.18,2025,8,3,34,2,2025-W34,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-11-24,SKU-101361,East,KITCHEN,19.0,127.01,0,0,0,-0.52,2024,11,4,47,6,2024-W47,1,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-09-29,SKU-101362,North,KITCHEN,29.0,186.31,0,0,0,1.2,2024,9,3,39,6,2024-W39,1,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-04-05,SKU-101363,West,TOYS,53.0,31.32,0,0,0,0.69,2025,4,2,14,5,2025-W14,1,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-03-27,SKU-101364,South,PET,66.0,41.38,0,0,0,-1.41,2025,3,1,13,3,2025-W13,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-04-04,SKU-101365,East,ELECTRONICS,50.0,77.7,0,0,0,-0.92,2025,4,2,14,4,2025-W14,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-04-10,SKU-101366,West,PET,33.0,81.45,0,0,0,-1.22,2025,4,2,15,3,2025-W15,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-10-22,SKU-101367,East,HOME,46.0,33.08,0,0,0,1.31,2024,10,4,43,1,2024-W43,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-12-29,SKU-101368,East,ELECTRONICS,57.0,157.93,1,0,0,-0.04,2024,12,4,52,6,2024-W52,1,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-07-09,SKU-101369,West,TOYS,55.0,193.09,0,0,0,-0.58,2025,7,3,28,2,2025-W28,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-02-24,SKU-101370,West,TOYS,65.0,41.23,1,0,0,-0.41,2025,2,1,9,0,2025-W09,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-08-24,SKU-101371,West,BEAUTY,23.0,186.02,0,0,0,-0.77,2025,8,3,34,6,2025-W34,1,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-02-05,SKU-101372,West,ELECTRONICS,42.0,34.35,1,0,0,0.44,2025,2,1,6,2,2025-W06,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-05-15,SKU-101373,South,HOME,30.0,176.72,0,0,0,1.39,2025,5,2,20,3,2025-W20,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-12-31,SKU-101374,North,ELECTRONICS,30.0,157.83,1,0,0,1.48,2024,12,4,1,1,2025-W01,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-03-31,SKU-101375,West,KITCHEN,32.0,87.3,0,0,0,0.13,2025,3,1,14,0,2025-W14,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-08-30,SKU-101376,West,ELECTRONICS,72.0,79.11,0,1,0,0.39,2024,8,3,35,4,2024-W35,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-08-17,SKU-101377,North,ELECTRONICS,34.0,131.36,0,0,0,0.18,2025,8,3,33,6,2025-W33,1,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-10-13,SKU-101378,West,PET,38.0,32.28,0,0,0,0.21,2024,10,4,41,6,2024-W41,1,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-04-20,SKU-101379,South,KITCHEN,34.0,193.99,0,0,0,-1.37,2025,4,2,16,6,2025-W16,1,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-11-28,SKU-101380,North,KITCHEN,24.0,129.64,0,0,0,-0.2,2024,11,4,48,3,2024-W48,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-07-31,SKU-101381,East,TOYS,42.0,180.29,0,0,0,-0.9,2025,7,3,31,3,2025-W31,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-09-14,SKU-101382,West,PET,37.0,31.97,0,1,0,-0.39,2024,9,3,37,5,2024-W37,1,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-11-20,SKU-101383,East,ELECTRONICS,25.0,157.03,0,0,0,-0.97,2024,11,4,47,2,2024-W47,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-01-10,SKU-101384,South,PET,42.0,185.46,1,0,0,2.15,2025,1,1,2,4,2025-W02,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-08-25,SKU-101385,East,HOME,64.0,188.05,0,0,0,-0.34,2025,8,3,35,0,2025-W35,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-08-21,SKU-101386,West,ELECTRONICS,36.0,126.08,0,0,0,0.18,2025,8,3,34,3,2025-W34,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-10-18,SKU-101387,North,TOYS,32.0,180.1,0,0,0,0.2,2024,10,4,42,4,2024-W42,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-10-10,SKU-101388,South,TOYS,19.0,194.31,0,0,0,-2.09,2024,10,4,41,3,2024-W41,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-09-22,SKU-101389,South,BEAUTY,44.0,31.35,0,1,0,1.25,2024,9,3,38,6,2024-W38,1,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-09-05,SKU-101390,South,ELECTRONICS,30.0,102.98,0,1,0,0.0,2024,9,3,36,3,2024-W36,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-08-27,SKU-101391,East,HOME,71.0,41.51,0,1,0,-0.85,2024,8,3,35,1,2024-W35,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-03-28,SKU-101392,South,ELECTRONICS,62.0,79.7,0,0,0,0.26,2025,3,1,13,4,2025-W13,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-07-03,SKU-101393,West,KITCHEN,53.0,98.01,0,0,0,2.05,2025,7,3,27,3,2025-W27,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-07-05,SKU-101394,East,ELECTRONICS,43.0,185.0,0,0,0,1.12,2025,7,3,27,5,2025-W27,1,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-09-28,SKU-101395,East,ELECTRONICS,62.0,180.23,0,0,0,-0.44,2024,9,3,39,5,2024-W39,1,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-11-24,SKU-101396,South,PET,37.0,190.2,0,0,0,0.54,2024,11,4,47,6,2024-W47,1,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-11-18,SKU-101397,West,KITCHEN,35.0,34.51,0,0,0,1.69,2024,11,4,47,0,2024-W47,0,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-11-10,SKU-101398,South,KITCHEN,44.0,92.19,0,0,0,0.98,2024,11,4,45,6,2024-W45,1,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-04-07,SKU-101399,South,TOYS,38.0,160.55,0,0,0,0.69,2025,4,2,15,0,2025-W15,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-03-03,SKU-101400,West,PET,41.0,31.64,0,0,0,-0.15,2025,3,1,10,0,2025-W10,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-02-22,SKU-101401,West,ELECTRONICS,25.0,87.78,1,0,0,-0.27,2025,2,1,8,5,2025-W08,1,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-WEST,110000,1680,1.5,1,0.0,1.0
