year_week,region,category,total_units,avg_price_usd,holiday_peak_flag,prime_event_flag,marketing_push_flag,weather_disruption,year,month,quarter,week_number,week_start,avg_unit_cost_usd,avg_selling_price_usd,avg_cube_ft,avg_gross_margin_usd,avg_margin_pct,avg_holding_cost_daily,avg_stockout_penalty,avg_volume_m3,home_warehouse_id,home_wh_capacity,home_wh_fixed_cost,home_ship_cost,home_lead_time,home_distance_km,home_lane_efficiency,carbon_distance_km,carbon_weight_tonnes,carbon_kg_per_unit,lag_1_week_demand,lag_2_week_demand,lag_4_week_demand,rolling_4wk_mean,rolling_4wk_std,demand_trend,weeks_since_epoch,is_q4,region_demand_rank,category_velocity
2025-W29,East,PET,163.0,173.0666666666667,1,0,1,0.11903125445982586,2025,7,3,29,2025-07-14,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,314.0,246.0,129.0,226.5,76.6659420255609,185.0,54,0,13,0.037872
2025-W30,East,PET,154.0,121.8925,1,0,1,0.20013986013986013,2025,7,3,30,2025-07-21,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,163.0,314.0,217.0,235.0,62.90204024248073,-54.0,55,0,5,0.047737
2025-W31,East,PET,269.0,135.93,0,0,1,0.12144871794871792,2025,7,3,31,2025-07-28,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,154.0,163.0,246.0,219.25,75.53089875452737,-92.0,56,0,7,0.060531
2025-W32,East,PET,209.0,92.656,0,0,1,0.18465873015873016,2025,8,3,32,2025-08-04,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,269.0,154.0,314.0,225.0,79.04007422398674,-45.0,57,0,6,0.072368
2025-W33,East,PET,119.0,118.86666666666667,0,0,1,0.1398506493506493,2025,8,3,33,2025-08-11,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,209.0,269.0,163.0,198.75,52.66482064275291,46.0,58,0,13,0.032719
2025-W34,East,PET,149.0,112.45333333333333,0,0,1,0.21447330447330448,2025,8,3,34,2025-08-18,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,119.0,209.0,154.0,187.75,65.62202374203343,-35.0,59,0,8,0.045903
2025-W35,East,PET,157.0,140.04250000000002,0,0,1,0.1788210678210678,2025,8,3,35,2025-08-25,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,149.0,119.0,269.0,186.5,66.52067347825034,-120.0,60,0,8,0.051815
2025-W36,East,PET,318.0,100.52666666666666,0,0,1,0.1608214285714286,2025,9,3,36,2025-09-01,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,157.0,149.0,209.0,158.5,37.42993454442579,-52.0,61,0,4,0.105508
2025-W37,East,PET,89.0,68.44,0,0,1,0.23549999999999996,2025,9,3,37,2025-09-08,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,318.0,157.0,119.0,185.75,89.67115849963503,199.0,62,0,14,0.033147
2025-W38,East,PET,124.0,111.00666666666666,0,0,1,0.02104308390022674,2025,9,3,38,2025-09-15,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,89.0,318.0,149.0,178.25,97.98426744466005,-60.0,63,0,11,0.037004
2025-W39,East,PET,217.0,117.5125,0,0,1,0.20460317460317462,2025,9,3,39,2025-09-22,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,124.0,89.0,157.0,172.0,101.21594077350991,-33.0,64,0,4,0.073509
2025-W40,East,PET,147.0,134.91666666666666,0,0,1,0.1449801587301587,2025,9,3,40,2025-09-29,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,217.0,124.0,318.0,187.0,102.68722737841676,-101.0,65,0,6,0.063009
2025-W41,East,PET,26.0,150.41,0,0,1,0.012644557823129272,2025,10,4,41,2025-10-06,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,147.0,217.0,89.0,144.25,54.04550551772707,58.0,66,1,19,0.010346
2025-W42,East,PET,99.0,101.69,0,0,1,0.020925170068027212,2025,10,4,42,2025-10-13,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,26.0,147.0,124.0,128.5,78.95357285561349,-98.0,67,1,9,0.043574
2025-W43,East,PET,76.0,93.74,0,0,1,0.0984761904761905,2025,10,4,43,2025-10-20,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,99.0,26.0,217.0,122.25,80.40470550077693,-118.0,68,1,9,0.036965
2025-W44,East,PET,107.0,111.08500000000001,0,0,1,0.10064285714285712,2025,11,4,44,2025-10-27,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,76.0,99.0,147.0,87.0,50.2858495669176,-71.0,69,1,7,0.055556
2025-W46,East,PET,30.0,124.32,0,0,1,0.06335714285714286,2025,11,4,46,2025-11-10,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,107.0,76.0,26.0,77.0,36.45088019056148,81.0,71,1,16,0.021277
2025-W48,East,PET,51.0,189.58,0,0,1,0.1213095238095238,2025,11,4,48,2025-11-24,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,30.0,107.0,99.0,78.0,34.59287017098563,-69.0,73,1,11,0.033138
2025-W49,East,PET,91.0,72.475,0,0,0,0.021428571428571432,2025,12,4,49,2025-12-01,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,51.0,30.0,76.0,66.0,33.1762967593833,-25.0,74,1,2,0.107311
2025-W50,East,PET,35.0,31.3,0,0,1,-0.003809523809523842,2025,12,4,50,2025-12-08,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,91.0,51.0,107.0,69.75,35.453020557727754,-16.0,75,1,8,0.060137
2025-W52,East,PET,83.0,169.31,0,0,0,-0.32642857142857146,2025,12,4,52,2025-12-22,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,35.0,91.0,30.0,51.75,27.657126869338164,5.0,77,1,3,0.084694
2026-W03,East,PET,54.0,165.41,0,0,0,-0.10800000000000001,2026,1,1,3,2026-01-12,75.55459134615384,113.05515625,0.6097235576923077,37.500564903846154,0.2704312944711539,0.051749679086538464,226.1103125,0.017265504807692306,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0034531009615384614,0.107046,83.0,35.0,51.0,65.0,26.432303468798686,32.0,80,0,2,0.153409
2024-W32,East,TOYS,72.0,157.68,0,1,1,0.1714285714285714,2024,8,3,32,2024-08-05,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,,,,,,,5,0,5,0.061962
2024-W33,East,TOYS,26.0,101.1,0,1,0,0.2013095238095238,2024,8,3,33,2024-08-12,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,72.0,,,72.0,,,6,0,13,0.031288
2024-W34,East,TOYS,60.0,188.8,0,1,1,0.21345238095238095,2024,8,3,34,2024-08-19,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,26.0,72.0,,49.0,32.526911934581186,,7,0,11,0.050042
2024-W36,East,TOYS,133.0,114.695,0,1,1,0.2755714285714285,2024,9,3,36,2024-09-02,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,60.0,26.0,,52.666666666666664,23.86070689089771,,9,0,4,0.101604
2024-W37,East,TOYS,214.0,125.7525,0,1,1,0.27178571428571424,2024,9,3,37,2024-09-09,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,133.0,60.0,72.0,72.75,44.642095231593544,61.0,10,0,1,0.111866
2024-W38,East,TOYS,53.0,154.82,0,1,1,0.22066666666666662,2024,9,3,38,2024-09-16,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,214.0,133.0,26.0,108.25,83.44409306036388,188.0,11,0,11,0.030217
2024-W40,East,TOYS,48.0,192.21,0,1,1,0.08741496598639453,2024,10,4,40,2024-09-30,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,53.0,214.0,60.0,115.0,75.26397987528075,-7.0,13,1,14,0.025614
2024-W41,East,TOYS,41.0,167.11,0,1,1,0.24972789115646257,2024,10,4,41,2024-10-07,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,48.0,53.0,133.0,112.0,78.36240595251442,-85.0,14,1,18,0.017343
2024-W42,East,TOYS,77.0,150.37,0,1,1,0.023282312925170034,2024,10,4,42,2024-10-14,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,41.0,48.0,214.0,89.0,83.47854015653763,-173.0,15,1,12,0.037912
2024-W43,East,TOYS,79.0,148.505,0,1,1,0.23497448979591834,2024,10,4,43,2024-10-21,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,77.0,41.0,53.0,54.75,15.628499608087795,24.0,16,1,10,0.039245
2024-W44,East,TOYS,199.0,115.645,0,1,1,0.11890873015873019,2024,11,4,44,2024-10-28,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,79.0,77.0,48.0,61.25,19.56825660774784,31.0,17,1,4,0.075009
2024-W45,East,TOYS,49.0,121.42,1,1,1,0.245578231292517,2024,11,4,45,2024-11-04,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,199.0,79.0,41.0,99.0,68.91540708240308,158.0,18,1,15,0.020049
2024-W46,East,TOYS,105.0,64.605,1,1,0,0.1418820861678005,2024,11,4,46,2024-11-11,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,49.0,199.0,77.0,101.0,66.75327707311455,-28.0,19,1,12,0.039985
2024-W47,East,TOYS,159.0,135.3125,1,1,1,0.23024999999999998,2024,11,4,47,2024-11-18,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,105.0,49.0,79.0,108.0,64.8382603097893,26.0,20,1,5,0.06025
2024-W48,East,TOYS,93.0,80.52000000000001,1,1,1,0.17051298701298706,2024,11,4,48,2024-11-25,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,159.0,105.0,199.0,128.0,65.24824390995771,-40.0,21,1,13,0.041407
2024-W49,East,TOYS,191.0,66.47,1,1,1,0.23797979797979796,2024,12,4,49,2024-12-02,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,93.0,159.0,49.0,101.5,45.265881191025095,44.0,22,1,5,0.05809
2024-W50,East,TOYS,71.0,152.495,1,1,1,0.17953463203463202,2024,12,4,50,2024-12-09,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,191.0,93.0,105.0,137.0,46.04345773288535,86.0,23,1,15,0.024567
2024-W51,East,TOYS,53.0,116.215,1,1,1,0.08586507936507935,2024,12,4,51,2024-12-16,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,71.0,191.0,159.0,128.5,55.985117069926126,-88.0,24,1,18,0.018486
2024-W52,East,TOYS,213.0,107.6,1,1,1,0.1892380952380952,2024,12,4,52,2024-12-23,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,53.0,71.0,93.0,102.0,61.54673021371647,-40.0,25,1,3,0.075238
2025-W01,East,TOYS,291.0,150.24714285714285,1,1,1,0.04426373626373625,2025,1,1,1,2024-12-30,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,213.0,53.0,191.0,132.0,81.65782265037441,22.0,26,0,3,0.080165
2025-W02,East,TOYS,230.0,115.68199999999999,1,1,1,0.24195304695304692,2025,1,1,2,2025-01-06,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,291.0,213.0,71.0,157.0,114.46105596810355,220.0,27,0,5,0.059802
2025-W03,East,TOYS,106.0,148.31,1,1,1,0.03699443413729127,2025,1,1,3,2025-01-13,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,230.0,291.0,53.0,196.75,101.51641903324473,177.0,28,0,15,0.030303
2025-W04,East,TOYS,331.0,118.1175,1,1,1,0.1810111317254174,2025,1,1,4,2025-01-20,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,106.0,230.0,213.0,210.0,76.99783546741212,-107.0,29,0,3,0.089315
2025-W05,East,TOYS,335.0,98.54625,1,1,1,0.040238095238095246,2025,1,1,5,2025-01-27,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,331.0,106.0,291.0,239.5,98.21235495937701,40.0,30,0,4,0.070645
2025-W06,East,TOYS,120.0,127.6,1,1,1,0.16020408163265307,2025,2,1,6,2025-02-03,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,335.0,331.0,230.0,250.5,107.89037646302535,105.0,31,0,12,0.034335
2025-W07,East,TOYS,161.0,110.30666666666666,1,1,1,0.09115027829313546,2025,2,1,7,2025-02-10,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,120.0,335.0,106.0,223.0,127.15607207942004,14.0,32,0,10,0.048421
2025-W08,East,TOYS,50.0,126.83,1,0,1,0.19218923933209647,2025,2,1,8,2025-02-17,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,161.0,120.0,331.0,236.75,112.40514519659082,-170.0,33,0,20,0.013263
2025-W09,East,TOYS,52.0,33.3,1,0,1,0.13747835497835498,2025,3,1,9,2025-02-24,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,50.0,161.0,335.0,166.5,121.32188590687173,-285.0,34,0,18,0.014353
2025-W10,East,TOYS,414.0,162.5025,1,0,1,0.13541743970315395,2025,3,1,10,2025-03-03,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,52.0,50.0,120.0,95.75,54.32234040122598,-68.0,35,0,1,0.115934
2025-W11,East,TOYS,200.0,153.8875,1,0,1,0.23288497217068646,2025,3,1,11,2025-03-10,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,414.0,52.0,161.0,169.25,171.21015351510746,253.0,36,0,7,0.056689
2025-W12,East,TOYS,323.0,132.06375,1,0,1,0.11504483611626469,2025,3,1,12,2025-03-17,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,200.0,414.0,50.0,179.0,171.69352540694908,150.0,37,0,4,0.086433
2025-W13,East,TOYS,99.0,135.73333333333332,1,0,1,0.21243970315398886,2025,3,1,13,2025-03-24,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,323.0,200.0,52.0,247.25,156.94877083515712,271.0,38,0,13,0.026393
2025-W14,East,TOYS,220.0,125.97,1,0,1,0.07522263450834879,2025,4,2,14,2025-03-31,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,99.0,323.0,414.0,259.0,138.08451518303323,-315.0,39,0,11,0.042827
2025-W15,East,TOYS,370.0,125.08375,1,0,1,0.2589053803339517,2025,4,2,15,2025-04-07,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,220.0,99.0,200.0,210.5,91.8132161873587,20.0,40,0,5,0.074672
2025-W16,East,TOYS,143.0,137.285,1,0,1,0.008316326530612253,2025,4,2,16,2025-04-14,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,370.0,220.0,323.0,253.0,120.26914262048544,47.0,41,0,12,0.036138
2025-W17,East,TOYS,376.0,145.46571428571428,1,0,1,0.2551298701298701,2025,4,2,17,2025-04-21,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,143.0,370.0,99.0,208.0,119.01540516532583,44.0,42,0,5,0.08337
2025-W18,East,TOYS,341.0,155.29125,1,0,0,0.030640074211502773,2025,4,2,18,2025-04-28,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,376.0,143.0,220.0,277.25,114.97064842819667,156.0,43,0,3,0.077588
2025-W19,East,TOYS,225.0,102.2775,1,0,1,0.24707792207792206,2025,5,2,19,2025-05-05,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,341.0,376.0,370.0,307.5,110.72638950734977,-29.0,44,0,10,0.046144
2025-W20,East,TOYS,322.0,124.76666666666667,1,0,1,0.1257235621521336,2025,5,2,20,2025-05-12,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,225.0,341.0,143.0,271.25,107.12103746074656,82.0,45,0,4,0.077255
2025-W21,East,TOYS,219.0,146.496,1,0,1,0.22478664192949904,2025,5,2,21,2025-05-19,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,322.0,225.0,376.0,316.0,64.6580750306307,-54.0,46,0,9,0.044895
2025-W22,East,TOYS,115.0,128.575,1,0,1,0.1653246753246753,2025,5,2,22,2025-05-26,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,219.0,322.0,341.0,276.75,63.741012438356115,-122.0,47,0,14,0.031208
2025-W23,East,TOYS,307.0,127.93333333333334,1,0,1,0.1527891156462585,2025,6,2,23,2025-06-02,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,115.0,219.0,225.0,220.25,84.5670345544488,-110.0,48,0,2,0.065979
2025-W24,East,TOYS,222.0,143.8,1,0,1,0.2516141001855287,2025,6,2,24,2025-06-09,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,307.0,115.0,322.0,240.75,95.35329045187692,-15.0,49,0,9,0.050708
2025-W25,East,TOYS,175.0,113.5875,1,0,1,0.1513450834879406,2025,6,2,25,2025-06-16,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,222.0,307.0,219.0,215.75,78.58487980097274,3.0,50,0,10,0.041936
2025-W26,East,TOYS,324.0,114.098,1,0,1,0.14568645640074213,2025,6,2,26,2025-06-23,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,175.0,222.0,115.0,204.75,81.0200592446093,60.0,51,0,4,0.069828
2025-W27,East,TOYS,120.0,106.15,1,0,1,0.08361008039579468,2025,7,3,27,2025-06-30,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,324.0,175.0,307.0,257.0,70.56439139773923,17.0,52,0,16,0.026496
2025-W28,East,TOYS,102.0,101.475,1,0,1,0.1736734693877551,2025,7,3,28,2025-07-07,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,120.0,324.0,222.0,210.25,86.5346751308399,-102.0,53,0,17,0.021232
2025-W29,East,TOYS,193.0,93.96,1,0,1,0.11903125445982586,2025,7,3,29,2025-07-14,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,102.0,120.0,175.0,180.25,100.73852291948697,-73.0,54,0,11,0.044842
2025-W30,East,TOYS,443.0,120.755,1,0,1,0.20013986013986013,2025,7,3,30,2025-07-21,52.13333333333333,177.58333333333334,1.0866666666666667,125.45,0.6840533333333334,0.035707666666666665,355.1666666666667,0.030771,WH-EAST,118000,1750,1.5,1,500,1.0,500,0.0061542,0.19078,193.0,102.0,324.0,184.75,100.82782354092545,-131.0,55,0,1,0.137322
