canonical_warehouse_id,sku_id,starting_inventory_units,inventory_value_usd,daily_holding_cost_usd
WH-EAST,SKU-100875,592,22874.88,15.6679
WH-EAST,SKU-100883,1425,21346.5,14.6205
WH-EAST,SKU-100884,801,17878.32,12.2457
WH-EAST,SKU-100886,510,57364.8,39.2909
WH-EAST,SKU-100895,2627,312875.7,214.2975
WH-EAST,SKU-100907,2851,115151.89,78.8701
WH-EAST,SKU-100910,1953,133370.37,91.3496
WH-EAST,SKU-100911,1068,41267.52,28.2657
WH-EAST,SKU-100912,898,26993.88,18.4889
WH-EAST,SKU-100919,2935,43966.3,30.1131
WH-EAST,SKU-100920,1494,33346.08,22.8403
WH-EAST,SKU-100921,2809,173736.65,118.9977
WH-EAST,SKU-100924,1602,132773.76,90.9407
WH-EAST,SKU-100926,1224,117956.88,80.7926
WH-EAST,SKU-100943,2251,90917.89,62.2717
WH-EAST,SKU-100947,1172,45286.08,31.0182
WH-EAST,SKU-100950,2892,112816.92,77.2713
WH-EAST,SKU-100958,734,82560.32,56.5481
WH-EAST,SKU-100959,1460,173564.8,118.8805
WH-EAST,SKU-100963,920,43718.4,29.9442
WH-EAST,SKU-100966,566,17013.96,11.6534
WH-EAST,SKU-100971,740,63447.6,43.4572
WH-EAST,SKU-100977,1372,163103.36,111.7151
WH-EAST,SKU-100985,2627,312875.7,214.2975
WH-EAST,SKU-101000,1953,133370.37,91.3496
WH-EAST,SKU-101001,1068,41267.52,28.2657
WH-EAST,SKU-101007,2315,198488.1,135.9507
WH-EAST,SKU-101019,2958,114297.12,78.2864
WH-EAST,SKU-101021,970,115527.0,79.1277
WH-EAST,SKU-101023,2593,140099.79,95.9592
WH-EAST,SKU-101033,2251,90917.89,62.2717
WH-EAST,SKU-101036,1842,125790.18,86.1577
WH-EAST,SKU-101040,2892,112816.92,77.2713
WH-EAST,SKU-101044,2624,133771.52,91.6248
WH-EAST,SKU-101046,1537,34305.84,23.4977
WH-EAST,SKU-101047,585,36182.25,24.7824
WH-EAST,SKU-101054,2579,176119.91,120.6301
WH-EAST,SKU-101060,2807,335127.73,229.5396
WH-EAST,SKU-101064,801,17878.32,12.2457
WH-EAST,SKU-101067,1372,163103.36,111.7151
WH-EAST,SKU-101072,2102,143545.58,98.3189
WH-EAST,SKU-101075,2627,312875.7,214.2975
WH-EAST,SKU-101076,968,37761.68,25.864
WH-EAST,SKU-101085,1462,173802.56,119.0434
WH-EAST,SKU-101093,1586,188892.6,129.378
WH-EAST,SKU-101100,1494,33346.08,22.8403
WH-EAST,SKU-101105,646,26091.94,17.8709
WH-EAST,SKU-101107,872,41437.44,28.3819
WH-EAST,SKU-101108,2832,193397.28,132.464
WH-EAST,SKU-101109,2958,114297.12,78.2864
WH-EAST,SKU-101110,2629,79027.74,54.1285
WH-EAST,SKU-101112,2237,87265.37,59.7704
WH-EAST,SKU-101120,1339,150610.72,103.1579
WH-EAST,SKU-101123,2251,90917.89,62.2717
WH-EAST,SKU-101128,888,26693.28,18.283
WH-EAST,SKU-101132,1950,232810.5,159.4593
WH-EAST,SKU-101137,585,36182.25,24.7824
WH-EAST,SKU-101141,1894,76498.66,52.3956
WH-EAST,SKU-101142,2942,283520.54,194.1926
WH-EAST,SKU-101144,2579,176119.91,120.6301
WH-EAST,SKU-101154,801,17878.32,12.2457
WH-EAST,SKU-101156,510,57364.8,39.2909
WH-EAST,SKU-101165,2627,312875.7,214.2975
WH-EAST,SKU-101168,534,63754.26,43.6673
WH-EAST,SKU-101174,2483,279287.84,191.2928
WH-EAST,SKU-101177,2851,115151.89,78.8701
WH-EAST,SKU-101179,2079,98794.08,67.6673
WH-EAST,SKU-101183,1586,188892.6,129.378
WH-EAST,SKU-101193,2638,313605.44,214.7992
WH-EAST,SKU-101196,1224,117956.88,80.7926
WH-EAST,SKU-101203,2593,140099.79,95.9592
WH-EAST,SKU-101227,585,36182.25,24.7824
WH-EAST,SKU-101229,1460,173564.8,118.8805
WH-EAST,SKU-101232,2942,283520.54,194.1926
WH-EAST,SKU-101234,2579,176119.91,120.6301
WH-EAST,SKU-101238,1615,63001.15,43.1512
WH-EAST,SKU-101243,1425,21346.5,14.6205
WH-EAST,SKU-101247,1372,163103.36,111.7151
WH-EAST,SKU-101253,1287,49729.68,34.0617
WH-EAST,SKU-101256,968,37761.68,25.864
WH-EAST,SKU-101260,2115,107822.7,73.8516
WH-EAST,SKU-101261,2210,33105.8,22.6746
WH-EAST,SKU-101270,1953,133370.37,91.3496
WH-EAST,SKU-101271,1068,41267.52,28.2657
WH-EAST,SKU-101272,898,26993.88,18.4889
WH-EAST,SKU-101285,646,26091.94,17.8709
WH-EAST,SKU-101303,2251,90917.89,62.2717
WH-EAST,SKU-101308,888,26693.28,18.283
WH-EAST,SKU-101311,1626,87852.78,60.1734
WH-EAST,SKU-101312,1950,232810.5,159.4593
WH-EAST,SKU-101313,616,52815.84,36.1752
WH-EAST,SKU-101314,2624,133771.52,91.6248
WH-EAST,SKU-101317,585,36182.25,24.7824
WH-EAST,SKU-101320,2488,206205.44,141.2363
WH-EAST,SKU-101321,1894,76498.66,52.3956
WH-EAST,SKU-101325,592,22874.88,15.6679
WH-EAST,SKU-101327,1780,211998.0,145.2035
WH-EAST,SKU-101330,2807,335127.73,229.5396
WH-EAST,SKU-101332,2016,102775.68,70.3947
WH-EAST,SKU-101335,1353,83683.05,57.3171
WH-EAST,SKU-101336,510,57364.8,39.2909
WH-EAST,SKU-101344,661,19869.66,13.6093
WH-EAST,SKU-101345,2627,312875.7,214.2975
WH-EAST,SKU-101353,2669,165077.65,113.0668
WH-EAST,SKU-101354,2483,279287.84,191.2928
WH-EAST,SKU-101359,2079,98794.08,67.6673
WH-EAST,SKU-101363,1586,188892.6,129.378
WH-EAST,SKU-101367,2315,198488.1,135.9507
WH-EAST,SKU-101368,822,41905.56,28.7026
WH-EAST,SKU-101369,2935,43966.3,30.1131
WH-EAST,SKU-101370,1494,33346.08,22.8403
WH-EAST,SKU-101373,2638,313605.44,214.7992
WH-EAST,SKU-101375,646,26091.94,17.8709
WH-EAST,SKU-101377,872,41437.44,28.3819
WH-EAST,SKU-101380,2629,79027.74,54.1285
WH-EAST,SKU-101390,1339,150610.72,103.1579
WH-EAST,SKU-101391,1256,149313.28,102.2698
WH-EAST,SKU-101399,2816,335385.6,229.7152
WH-EAST,SKU-101402,1950,232810.5,159.4593
WH-EAST,SKU-101408,734,82560.32,56.5481
WH-EAST,SKU-101410,2488,206205.44,141.2363
WH-EAST,SKU-101411,1894,76498.66,52.3956
WH-EAST,SKU-101420,2807,335127.73,229.5396
WH-EAST,SKU-101431,2084,99031.68,67.83
WH-EAST,SKU-101432,2102,143545.58,98.3189
WH-EAST,SKU-101434,661,19869.66,13.6093
WH-EAST,SKU-101437,2448,132265.44,90.5931
WH-EAST,SKU-101440,2115,107822.7,73.8516
WH-EAST,SKU-101443,2669,165077.65,113.0668
WH-EAST,SKU-101454,1923,75016.23,51.3806
WH-EAST,SKU-101455,2932,158415.96,108.5045
WH-EAST,SKU-101456,1232,147088.48,100.7456
WH-EAST,SKU-101463,2638,313605.44,214.7992
WH-EAST,SKU-101468,2832,193397.28,132.464
WH-EAST,SKU-101471,970,115527.0,79.1277
WH-EAST,SKU-101473,2593,140099.79,95.9592
WH-EAST,SKU-101474,2477,295729.03,202.5542
WH-EAST,SKU-101475,1382,118492.68,81.1593
WH-EAST,SKU-101477,2561,38363.78,26.2759
WH-EAST,SKU-101486,1842,125790.18,86.1577
WH-EAST,SKU-101498,734,82560.32,56.5481
WH-EAST,SKU-101501,1894,76498.66,52.3956
WH-EAST,SKU-101509,862,46573.86,31.9
WH-EAST,SKU-101516,510,57364.8,39.2909
WH-EAST,SKU-101521,2084,99031.68,67.83
WH-EAST,SKU-101529,790,67734.6,46.3935
WH-EAST,SKU-101530,2115,107822.7,73.8516
WH-EAST,SKU-101532,2006,44773.92,30.6677
WH-EAST,SKU-101551,2809,173736.65,118.9977
WH-EAST,SKU-101560,2629,79027.74,54.1285
WH-EAST,SKU-101561,970,115527.0,79.1277
WH-EAST,SKU-101562,2237,87265.37,59.7704
WH-EAST,SKU-101568,2959,66044.88,45.2372
WH-EAST,SKU-101575,965,45856.8,31.4088
WH-EAST,SKU-101583,616,52815.84,36.1752
WH-EAST,SKU-101588,734,82560.32,56.5481
WH-EAST,SKU-101593,920,43718.4,29.9442
WH-EAST,SKU-101596,566,17013.96,11.6534
WH-EAST,SKU-101599,862,46573.86,31.9
WH-EAST,SKU-101601,740,63447.6,43.4572
WH-EAST,SKU-101610,1588,153035.56,104.8191
WH-EAST,SKU-101611,2084,99031.68,67.83
WH-EAST,SKU-101619,790,67734.6,46.3935
WH-EAST,SKU-101625,1462,173802.56,119.0434
WH-EAST,SKU-101637,2315,198488.1,135.9507
WH-EAST,SKU-101644,1602,132773.76,90.9407
WH-EAST,SKU-101645,646,26091.94,17.8709
WH-EAST,SKU-101649,2958,114297.12,78.2864
WH-EAST,SKU-101652,2237,87265.37,59.7704
WH-EAST,SKU-101664,2189,210953.93,144.4893
WH-EAST,SKU-101666,1842,125790.18,86.1577
WH-EAST,SKU-101672,1950,232810.5,159.4593
WH-EAST,SKU-101679,1460,173564.8,118.8805
WH-EAST,SKU-101683,920,43718.4,29.9442
WH-EAST,SKU-101687,1780,211998.0,145.2035
WH-EAST,SKU-101690,2807,335127.73,229.5396
WH-EAST,SKU-101691,740,63447.6,43.4572
WH-EAST,SKU-101694,801,17878.32,12.2457
WH-EAST,SKU-101697,1372,163103.36,111.7151
WH-EAST,SKU-101699,1875,75731.25,51.87
WH-EAST,SKU-101711,2210,33105.8,22.6746
WH-EAST,SKU-101723,1586,188892.6,129.378
WH-EAST,SKU-101732,2646,297622.08,203.8505
WH-EAST,SKU-101746,2401,122402.98,83.8381
WH-EAST,SKU-101748,2959,66044.88,45.2372
WH-EAST,SKU-101749,2822,174540.7,119.5484
WH-EAST,SKU-101751,1256,149313.28,102.2698
WH-EAST,SKU-101756,1842,125790.18,86.1577
WH-EAST,SKU-101759,2816,335385.6,229.7152
WH-EAST,SKU-101760,2892,112816.92,77.2713
WH-EAST,SKU-101766,1537,34305.84,23.4977
WH-EAST,SKU-101772,2942,283520.54,194.1926
WH-EAST,SKU-101775,592,22874.88,15.6679
WH-EAST,SKU-101778,1615,63001.15,43.1512
WH-EAST,SKU-101784,801,17878.32,12.2457
WH-EAST,SKU-101785,1353,83683.05,57.3171
WH-EAST,SKU-101802,2006,44773.92,30.6677
WH-EAST,SKU-101811,1068,41267.52,28.2657
WH-EAST,SKU-101813,1586,188892.6,129.378
WH-EAST,SKU-101817,2315,198488.1,135.9507
WH-EAST,SKU-101823,2638,313605.44,214.7992
WH-EAST,SKU-101827,872,41437.44,28.3819
WH-EAST,SKU-101828,2832,193397.28,132.464
WH-EAST,SKU-101830,2629,79027.74,54.1285
WH-EAST,SKU-101836,2401,122402.98,83.8381
WH-EAST,SKU-101857,585,36182.25,24.7824
WH-EAST,SKU-101858,734,82560.32,56.5481
WH-EAST,SKU-101859,1460,173564.8,118.8805
WH-EAST,SKU-101860,2488,206205.44,141.2363
WH-EAST,SKU-101863,920,43718.4,29.9442
WH-EAST,SKU-101867,1780,211998.0,145.2035
WH-EAST,SKU-101876,510,57364.8,39.2909
WH-EAST,SKU-101882,2102,143545.58,98.3189
WH-EAST,SKU-101885,2627,312875.7,214.2975
WH-EAST,SKU-101887,2448,132265.44,90.5931
WH-EAST,SKU-101903,1586,188892.6,129.378
WH-EAST,SKU-101913,2638,313605.44,214.7992
WH-EAST,SKU-101917,872,41437.44,28.3819
WH-EAST,SKU-101921,970,115527.0,79.1277
WH-EAST,SKU-101923,2593,140099.79,95.9592
WH-EAST,SKU-101927,2561,38363.78,26.2759
WH-EAST,SKU-101930,1339,150610.72,103.1579
WH-EAST,SKU-101933,2251,90917.89,62.2717
WH-EAST,SKU-101938,888,26693.28,18.283
WH-EAST,SKU-101942,1950,232810.5,159.4593
WH-EAST,SKU-101949,1460,173564.8,118.8805
WH-EAST,SKU-101957,1780,211998.0,145.2035
WH-EAST,SKU-101962,2016,102775.68,70.3947
WH-EAST,SKU-101967,1372,163103.36,111.7151
WH-EAST,SKU-101980,2115,107822.7,73.8516
WH-EAST,SKU-101983,2669,165077.65,113.0668
WH-EAST,SKU-101991,1068,41267.52,28.2657
WH-EAST,SKU-101994,1923,75016.23,51.3806
WH-EAST,SKU-102004,1602,132773.76,90.9407
WH-EAST,SKU-102006,1224,117956.88,80.7926
WH-EAST,SKU-102009,2958,114297.12,78.2864
WH-EAST,SKU-102015,1382,118492.68,81.1593
WH-EAST,SKU-102035,2436,36491.28,24.9934
WH-EAST,SKU-102040,2488,206205.44,141.2363
WH-EAST,SKU-102051,740,63447.6,43.4572
WH-EAST,SKU-102052,2016,102775.68,70.3947
WH-EAST,SKU-102055,1353,83683.05,57.3171
WH-EAST,SKU-102057,1372,163103.36,111.7151
WH-EAST,SKU-102059,1875,75731.25,51.87
WH-EAST,SKU-102064,661,19869.66,13.6093
WH-EAST,SKU-102068,534,63754.26,43.6673
WH-EAST,SKU-102073,2669,165077.65,113.0668
WH-EAST,SKU-102085,2932,158415.96,108.5045
WH-EAST,SKU-102089,2935,43966.3,30.1131
WH-EAST,SKU-102095,646,26091.94,17.8709
WH-EAST,SKU-102099,2958,114297.12,78.2864
WH-EAST,SKU-102104,2477,295729.03,202.5542
WH-EAST,SKU-102106,2401,122402.98,83.8381
WH-EAST,SKU-102117,1172,45286.08,31.0182
WH-EAST,SKU-102120,2892,112816.92,77.2713
WH-EAST,SKU-102124,2624,133771.52,91.6248
WH-EAST,SKU-102133,920,43718.4,29.9442
WH-EAST,SKU-102134,2579,176119.91,120.6301
WH-EAST,SKU-102141,740,63447.6,43.4572
WH-EAST,SKU-102148,797,66055.36,45.2433
WH-EAST,SKU-102156,968,37761.68,25.864
WH-EAST,SKU-102157,2448,132265.44,90.5931
WH-EAST,SKU-102158,534,63754.26,43.6673
WH-EAST,SKU-102161,2210,33105.8,22.6746
WH-EAST,SKU-102164,2483,279287.84,191.2928
WH-EAST,SKU-102170,1953,133370.37,91.3496
WH-EAST,SKU-102174,1923,75016.23,51.3806
WH-EAST,SKU-102176,1232,147088.48,100.7456
WH-EAST,SKU-102181,2809,173736.65,118.9977
WH-EAST,SKU-102204,2189,210953.93,144.4893
WH-EAST,SKU-102213,616,52815.84,36.1752
WH-EAST,SKU-102217,585,36182.25,24.7824
WH-EAST,SKU-102219,1460,173564.8,118.8805
WH-EAST,SKU-102220,2488,206205.44,141.2363
WH-EAST,SKU-102231,740,63447.6,43.4572
WH-EAST,SKU-102232,2016,102775.68,70.3947
WH-EAST,SKU-102236,510,57364.8,39.2909
WH-EAST,SKU-102249,790,67734.6,46.3935
WH-EAST,SKU-102251,2210,33105.8,22.6746
WH-EAST,SKU-102265,2932,158415.96,108.5045
WH-EAST,SKU-102275,646,26091.94,17.8709
WH-EAST,SKU-102284,2477,295729.03,202.5542
WH-EAST,SKU-102285,1382,118492.68,81.1593
WH-EAST,SKU-102288,2959,66044.88,45.2372
WH-EAST,SKU-102290,1339,150610.72,103.1579
WH-EAST,SKU-102295,965,45856.8,31.4088
WH-EAST,SKU-102313,920,43718.4,29.9442
WH-EAST,SKU-102314,2579,176119.91,120.6301
WH-EAST,SKU-102316,566,17013.96,11.6534
WH-EAST,SKU-102323,1425,21346.5,14.6205
WH-EAST,SKU-102325,1353,83683.05,57.3171
WH-EAST,SKU-102330,1588,153035.56,104.8191
WH-EAST,SKU-102332,2102,143545.58,98.3189
WH-EAST,SKU-102337,2448,132265.44,90.5931
WH-EAST,SKU-102343,2669,165077.65,113.0668
WH-EAST,SKU-102351,1068,41267.52,28.2657
WH-EAST,SKU-102354,1923,75016.23,51.3806
WH-EAST,SKU-102357,2315,198488.1,135.9507
WH-EAST,SKU-102361,2809,173736.65,118.9977
WH-EAST,SKU-102371,970,115527.0,79.1277
WH-EAST,SKU-102372,2237,87265.37,59.7704
WH-EAST,SKU-102376,2401,122402.98,83.8381
WH-EAST,SKU-102383,2251,90917.89,62.2717
WH-EAST,SKU-102388,888,26693.28,18.283
WH-EAST,SKU-102395,2436,36491.28,24.9934
WH-EAST,SKU-102402,2942,283520.54,194.1926
WH-EAST,SKU-102420,1588,153035.56,104.8191
WH-EAST,SKU-102429,790,67734.6,46.3935
WH-EAST,SKU-102431,2210,33105.8,22.6746
WH-EAST,SKU-102432,2006,44773.92,30.6677
WH-EAST,SKU-102433,2669,165077.65,113.0668
WH-EAST,SKU-102438,2917,281111.29,192.5424
WH-EAST,SKU-102439,2079,98794.08,67.6673
WH-EAST,SKU-102440,1953,133370.37,91.3496
WH-EAST,SKU-102442,898,26993.88,18.4889
WH-EAST,SKU-102443,1586,188892.6,129.378
WH-EAST,SKU-102452,2646,297622.08,203.8505
WH-EAST,SKU-102455,646,26091.94,17.8709
WH-EAST,SKU-102461,970,115527.0,79.1277
WH-EAST,SKU-102462,2237,87265.37,59.7704
WH-EAST,SKU-102464,2477,295729.03,202.5542
WH-EAST,SKU-102465,1382,118492.68,81.1593
WH-EAST,SKU-102469,2822,174540.7,119.5484
WH-EAST,SKU-102472,1131,93737.28,64.2035
WH-EAST,SKU-102475,965,45856.8,31.4088
WH-EAST,SKU-102483,616,52815.84,36.1752
WH-EAST,SKU-102489,1460,173564.8,118.8805
WH-EAST,SKU-102491,1894,76498.66,52.3956
WH-EAST,SKU-102494,2579,176119.91,120.6301
WH-EAST,SKU-102500,2807,335127.73,229.5396
WH-EAST,SKU-102501,740,63447.6,43.4572
WH-EAST,SKU-102516,968,37761.68,25.864
WH-EAST,SKU-102527,2851,115151.89,78.8701
WH-EAST,SKU-102530,1953,133370.37,91.3496
WH-EAST,SKU-102534,1923,75016.23,51.3806
WH-EAST,SKU-102536,1232,147088.48,100.7456
WH-EAST,SKU-102557,2561,38363.78,26.2759
WH-EAST,SKU-102565,965,45856.8,31.4088
WH-EAST,SKU-102566,1842,125790.18,86.1577
WH-EAST,SKU-102572,1950,232810.5,159.4593
WH-EAST,SKU-102574,2624,133771.52,91.6248
WH-EAST,SKU-102576,1537,34305.84,23.4977
WH-EAST,SKU-102582,2942,283520.54,194.1926
WH-EAST,SKU-102591,740,63447.6,43.4572
WH-EAST,SKU-102595,1353,83683.05,57.3171
WH-EAST,SKU-102606,968,37761.68,25.864
WH-EAST,SKU-102607,2448,132265.44,90.5931
WH-EAST,SKU-102613,2669,165077.65,113.0668
WH-EAST,SKU-102618,2917,281111.29,192.5424
WH-EAST,SKU-102623,1586,188892.6,129.378
WH-EAST,SKU-102625,2932,158415.96,108.5045
WH-EAST,SKU-102628,822,41905.56,28.7026
WH-EAST,SKU-102630,1494,33346.08,22.8403
WH-EAST,SKU-102633,2638,313605.44,214.7992
WH-EAST,SKU-102635,646,26091.94,17.8709
WH-EAST,SKU-102637,872,41437.44,28.3819
WH-EAST,SKU-102640,2629,79027.74,54.1285
WH-EAST,SKU-102643,2593,140099.79,95.9592
WH-EAST,SKU-102649,2822,174540.7,119.5484
WH-EAST,SKU-102658,888,26693.28,18.283
WH-EAST,SKU-102662,1950,232810.5,159.4593
WH-EAST,SKU-102664,2624,133771.52,91.6248
WH-EAST,SKU-102665,2436,36491.28,24.9934
WH-EAST,SKU-102667,585,36182.25,24.7824
WH-EAST,SKU-102672,2942,283520.54,194.1926
WH-EAST,SKU-102678,1615,63001.15,43.1512
WH-EAST,SKU-102685,1353,83683.05,57.3171
WH-EAST,SKU-102689,1875,75731.25,51.87
WH-EAST,SKU-102691,2084,99031.68,67.83
WH-EAST,SKU-102692,2102,143545.58,98.3189
WH-EAST,SKU-102707,2851,115151.89,78.8701
WH-EAST,SKU-102718,822,41905.56,28.7026
WH-EAST,SKU-102720,1494,33346.08,22.8403
WH-EAST,SKU-102725,646,26091.94,17.8709
WH-EAST,SKU-102727,872,41437.44,28.3819
WH-EAST,SKU-102728,2832,193397.28,132.464
WH-EAST,SKU-102729,2958,114297.12,78.2864
WH-EAST,SKU-102738,2959,66044.88,45.2372
WH-EAST,SKU-102742,1131,93737.28,64.2035
WH-EAST,SKU-102743,2251,90917.89,62.2717
WH-EAST,SKU-102750,2892,112816.92,77.2713
WH-EAST,SKU-102756,1537,34305.84,23.4977
WH-EAST,SKU-102757,585,36182.25,24.7824
WH-EAST,SKU-102758,734,82560.32,56.5481
WH-EAST,SKU-102759,1460,173564.8,118.8805
WH-EAST,SKU-102766,566,17013.96,11.6534
WH-EAST,SKU-102769,862,46573.86,31.9
WH-EAST,SKU-102772,2016,102775.68,70.3947
WH-EAST,SKU-102778,797,66055.36,45.2433
WH-EAST,SKU-102782,2102,143545.58,98.3189
WH-EAST,SKU-102787,2448,132265.44,90.5931
WH-EAST,SKU-102796,1960,162444.8,111.2633
WH-EAST,SKU-102798,2917,281111.29,192.5424
WH-EAST,SKU-102799,2079,98794.08,67.6673
WH-EAST,SKU-102800,1953,133370.37,91.3496
WH-EAST,SKU-102808,822,41905.56,28.7026
WH-EAST,SKU-102809,2935,43966.3,30.1131
WH-EAST,SKU-102811,2809,173736.65,118.9977
WH-EAST,SKU-102823,2593,140099.79,95.9592
WH-EAST,SKU-102824,2477,295729.03,202.5542
WH-EAST,SKU-102826,2401,122402.98,83.8381
WH-EAST,SKU-102827,2561,38363.78,26.2759
WH-EAST,SKU-102830,1339,150610.72,103.1579
WH-EAST,SKU-102833,2251,90917.89,62.2717
WH-EAST,SKU-102834,2189,210953.93,144.4893
WH-EAST,SKU-102835,965,45856.8,31.4088
WH-EAST,SKU-102836,1842,125790.18,86.1577
WH-EAST,SKU-102838,888,26693.28,18.283
WH-EAST,SKU-102839,2816,335385.6,229.7152
WH-EAST,SKU-102844,2624,133771.52,91.6248
WH-EAST,SKU-102845,2436,36491.28,24.9934
WH-EAST,SKU-102846,1537,34305.84,23.4977
WH-EAST,SKU-102869,1875,75731.25,51.87
WH-EAST,SKU-102874,661,19869.66,13.6093
WH-EAST,SKU-102887,2851,115151.89,78.8701
WH-EAST,SKU-102891,1068,41267.52,28.2657
WH-EAST,SKU-102892,898,26993.88,18.4889
WH-EAST,SKU-102898,822,41905.56,28.7026
WH-EAST,SKU-102900,1494,33346.08,22.8403
WH-EAST,SKU-102906,1224,117956.88,80.7926
WH-EAST,SKU-102909,2958,114297.12,78.2864
WH-EAST,SKU-102911,970,115527.0,79.1277
WH-EAST,SKU-102914,2477,295729.03,202.5542
WH-EAST,SKU-102918,2959,66044.88,45.2372
WH-EAST,SKU-102939,1460,173564.8,118.8805
WH-EAST,SKU-102940,2488,206205.44,141.2363
WH-EAST,SKU-102946,566,17013.96,11.6534
WH-EAST,SKU-102947,1780,211998.0,145.2035
WH-EAST,SKU-102948,1615,63001.15,43.1512
WH-EAST,SKU-102958,797,66055.36,45.2433
WH-EAST,SKU-102960,1588,153035.56,104.8191
WH-EAST,SKU-102961,2084,99031.68,67.83
WH-EAST,SKU-102967,2448,132265.44,90.5931
WH-EAST,SKU-102976,1960,162444.8,111.2633
WH-EAST,SKU-102992,2646,297622.08,203.8505
WH-EAST,SKU-102993,2638,313605.44,214.7992
WH-EAST,SKU-102999,2958,114297.12,78.2864
WH-EAST,SKU-103007,2561,38363.78,26.2759
WH-EAST,SKU-103011,1256,149313.28,102.2698
WH-EAST,SKU-103013,2251,90917.89,62.2717
WH-EAST,SKU-103015,965,45856.8,31.4088
WH-EAST,SKU-103022,1950,232810.5,159.4593
WH-EAST,SKU-103030,2488,206205.44,141.2363
WH-EAST,SKU-103033,920,43718.4,29.9442
WH-EAST,SKU-103038,1615,63001.15,43.1512
WH-EAST,SKU-103040,2807,335127.73,229.5396
WH-EAST,SKU-103046,510,57364.8,39.2909
WH-EAST,SKU-103053,1287,49729.68,34.0617
WH-EAST,SKU-103058,534,63754.26,43.6673
WH-EAST,SKU-103062,2006,44773.92,30.6677
WH-EAST,SKU-103069,2079,98794.08,67.6673
WH-EAST,SKU-103073,1586,188892.6,129.378
WH-EAST,SKU-103076,1232,147088.48,100.7456
WH-EAST,SKU-103082,2646,297622.08,203.8505
WH-EAST,SKU-103083,2638,313605.44,214.7992
WH-EAST,SKU-103094,2477,295729.03,202.5542
WH-EAST,SKU-103101,1256,149313.28,102.2698
WH-EAST,SKU-103127,1780,211998.0,145.2035
WH-EAST,SKU-103138,797,66055.36,45.2433
WH-EAST,SKU-103144,661,19869.66,13.6093
WH-EAST,SKU-103150,2115,107822.7,73.8516
WH-EAST,SKU-103151,2210,33105.8,22.6746
WH-EAST,SKU-103154,2483,279287.84,191.2928
WH-EAST,SKU-103157,2851,115151.89,78.8701
WH-EAST,SKU-103158,2917,281111.29,192.5424
WH-EAST,SKU-103159,2079,98794.08,67.6673
WH-EAST,SKU-103161,1068,41267.52,28.2657
WH-EAST,SKU-103168,822,41905.56,28.7026
WH-EAST,SKU-103177,872,41437.44,28.3819
WH-EAST,SKU-103182,2237,87265.37,59.7704
WH-EAST,SKU-103186,2401,122402.98,83.8381
WH-EAST,SKU-103188,2959,66044.88,45.2372
WH-EAST,SKU-103191,1256,149313.28,102.2698
WH-EAST,SKU-103203,616,52815.84,36.1752
WH-EAST,SKU-103205,2436,36491.28,24.9934
WH-EAST,SKU-103209,1460,173564.8,118.8805
WH-EAST,SKU-103212,2942,283520.54,194.1926
WH-EAST,SKU-103214,2579,176119.91,120.6301
WH-EAST,SKU-103219,862,46573.86,31.9
WH-EAST,SKU-103223,1425,21346.5,14.6205
WH-EAST,SKU-103224,801,17878.32,12.2457
WH-EAST,SKU-103227,1372,163103.36,111.7151
WH-EAST,SKU-103228,797,66055.36,45.2433
WH-EAST,SKU-103232,2102,143545.58,98.3189
WH-EAST,SKU-103234,661,19869.66,13.6093
WH-EAST,SKU-103246,1960,162444.8,111.2633
WH-EAST,SKU-103254,1923,75016.23,51.3806
WH-EAST,SKU-103277,2561,38363.78,26.2759
WH-EAST,SKU-103283,2251,90917.89,62.2717
WH-EAST,SKU-103293,616,52815.84,36.1752
WH-EAST,SKU-103300,2488,206205.44,141.2363
WH-EAST,SKU-103310,2807,335127.73,229.5396
WH-EAST,SKU-103319,1875,75731.25,51.87
WH-EAST,SKU-103334,2483,279287.84,191.2928
WH-EAST,SKU-103350,1494,33346.08,22.8403
WH-EAST,SKU-103353,2638,313605.44,214.7992
WH-EAST,SKU-103356,1224,117956.88,80.7926
WH-EAST,SKU-103357,872,41437.44,28.3819
WH-EAST,SKU-103364,2477,295729.03,202.5542
WH-EAST,SKU-103367,2561,38363.78,26.2759
WH-EAST,SKU-103379,2816,335385.6,229.7152
WH-EAST,SKU-103382,1950,232810.5,159.4593
WH-EAST,SKU-103386,1537,34305.84,23.4977
WH-EAST,SKU-103387,585,36182.25,24.7824
WH-EAST,SKU-103389,1460,173564.8,118.8805
WH-EAST,SKU-103400,2807,335127.73,229.5396
WH-EAST,SKU-103403,1425,21346.5,14.6205
WH-EAST,SKU-103406,510,57364.8,39.2909
WH-EAST,SKU-103407,1372,163103.36,111.7151
WH-EAST,SKU-103413,1287,49729.68,34.0617
WH-EAST,SKU-103416,968,37761.68,25.864
WH-EAST,SKU-103430,1953,133370.37,91.3496
WH-EAST,SKU-103432,898,26993.88,18.4889
WH-EAST,SKU-103449,2958,114297.12,78.2864
WH-EAST,SKU-103450,2629,79027.74,54.1285
WH-EAST,SKU-103458,2959,66044.88,45.2372
WH-EAST,SKU-103461,1256,149313.28,102.2698
WH-EAST,SKU-103465,965,45856.8,31.4088
WH-EAST,SKU-103471,1626,87852.78,60.1734
WH-EAST,SKU-103472,1950,232810.5,159.4593
WH-EAST,SKU-103477,585,36182.25,24.7824
WH-EAST,SKU-103480,2488,206205.44,141.2363
WH-EAST,SKU-103483,920,43718.4,29.9442
